wban,latitude,longitude
93210,39.49,-121.6183
93225,38.69556,-121.5897
93227,38.2102,-122.2847
93228,37.6542,-122.115
93230,38.8983,-119.9947
93241,38.3775,-121.9575
93242,36.98778,-120.1106
93243,37.2381,-120.8825
93245,38.3208,-123.0747
93706,39.70778,-77.72972
93718,33.81167,-78.72389
93719,35.0677,-77.048
93720,38.34056,-75.51028
93721,39.1666,-76.6833
93727,34.7,-77.38333
93729,35.2326,-75.6219
93730,39.4494,-74.5672
93736,38.13861,-78.45306
93738,38.9408,-77.4636
93739,37.9372,-75.4708
93740,34.99139,-78.88028
93741,37.13194,-76.49306
93759,35.855,-77.89306
93762,39.73333,-77.43333
93765,34.73361,-76.66056
93773,36.98389,-77.00722
93775,37.70806,-77.43444
93778,39.91806,-76.87417
93780,39.94917,-74.84167
93782,34.79167,-79.36611
93783,36.04667,-79.47694
93784,39.2814,-76.6089
93785,35.93333,-79.06417
93786,38.30833,-75.12389
93801,34.34778,-85.16111
93805,30.39306,-84.35333
93806,33.2119,-87.6161
93808,36.9647,-86.4238
93810,37.77972,-89.24972
93812,39.10333,-84.41889
93814,39.04306,-84.67167
93815,39.90611,-84.21861
93817,38.0441,-87.5205
93819,39.7318,-86.2788
93820,38.0408,-84.6058
93821,38.1811,-85.7391
93822,39.8447,-89.6839
93824,39.94444,-81.89222
93831,32.48333,-80.71667
93837,30.23333,-81.66667
93841,30.71667,-87.01667
93842,32.5161,-84.9422
93845,30.7825,-83.27667
93846,34.4977,-82.7097
93862,34.2622,-88.7713
93874,30.4119,-89.0808
93909,38.83167,-94.88972
93915,31.33472,-92.55861
93919,31.1827,-90.4708
93929,33.65139,-97.19694
93947,30.24333,-98.90972
93950,34.8822,-95.783
93953,35.65667,-95.36139
93955,33.63333,-95.45
93967,37.09111,-95.56639
93983,31.77972,-95.70639
93984,31.15,-97.41667
93985,32.78167,-98.06028
93986,34.9894,-99.0525
93987,31.23611,-94.75444
93988,34.175,-91.93472
93989,39.93694,-91.19194
93990,39.37556,-99.82972
93992,33.22083,-92.81417
93993,36.0097,-94.1694
93997,38.87611,-98.80917
94008,48.2138,-106.6214
94012,48.5428,-109.7633
94014,48.1738,-103.6366
94017,48.09444,-105.5744
94023,44.33944,-105.5419
94030,40.44278,-109.5128
94032,43.73306,-103.6114
94037,45.60444,-103.5464
94038,46.01389,-102.6547
94039,43.02056,-102.5183
94040,40.20639,-100.5914
94041,47.64583,-101.4394
94050,40.04417,-107.8886
94051,47.32583,-106.9475
94052,45.54639,-100.4078
94053,42.0613,-104.1584
94054,44.38139,-106.7211
94055,46.35833,-104.25
94056,45.03194,-102.0192
94057,42.79611,-105.3803
94059,48.4887,-105.2096
94060,48.3082,-105.1018
94074,40.8066,-104.7552
94075,40.0354,-105.5409
94077,42.4247,-103.7363
94078,42.6754,-108.6686
94079,42.068,-101.445
94080,46.8946,-103.3769
94081,45.516,-103.3017
94082,40.2446,-108.9677
94084,48.9676,-102.1702
94085,44.0194,-100.353
94088,44.5169,-104.4363
94092,40.1551,-103.1417
94094,40.0822,-108.1996
94107,42.59056,-117.8644
94119,47.97417,-117.4283
94128,41.78722,-111.8533
94129,46.74389,-117.1086
94173,44.54444,-110.4211
94176,47.68306,-117.3214
94178,42.48194,-114.4869
94182,44.88889,-116.1017
94185,43.595,-118.9564
94194,43.83389,-111.8044
94197,48.4609,-119.5168
94224,46.1569,-123.8825
94225,46.9727,-123.9302
94227,47.238,-123.1408
94236,42.14694,-121.7242
94239,47.3977,-120.2013
94240,47.9375,-124.555
94248,47.49333,-122.2144
94261,45.54056,-122.9486
94266,48.12028,-123.4983
94273,45.19472,-123.1339
94274,47.2675,-122.5761
94276,48.52222,-123.0231
94281,45.24861,-122.7686
94290,47.6872,-122.2553
94298,45.62083,-122.6572
94299,41.49139,-120.5644
94623,43.96361,-69.71167
94624,41.6875,-69.99333
94626,45.46222,-69.59528
94644,44.9281,-68.7006
94645,46.9601,-67.8833
94700,44.57611,-71.17861
94702,41.15833,-73.12889
94704,42.57083,-77.71333
94705,44.2035,-72.5623
94720,41.66861,-70.28
94723,42.71722,-71.12389
94724,41.39306,-70.615
94725,44.93583,-74.84583
94726,41.67639,-70.95833
94728,40.77889,-73.96917
94732,40.08194,-75.01111
94737,43.53333,-72.95
94740,44.38528,-74.20667
94741,40.85,-74.06139
94745,41.06694,-73.7075
94746,42.2706,-71.8731
94765,43.62639,-72.30472
94789,40.63861,-73.76222
94790,43.9922,-76.0217
94814,44.3591,-84.6738
94815,42.23472,-85.55194
94817,42.665,-83.41806
94818,42.76111,-87.81361
94822,42.1927,-89.093
94823,40.4846,-80.2144
94830,41.58861,-83.80139
94846,41.995,-87.9336
94847,42.2313,-83.3308
94849,45.0716,-83.5644
94850,46.5313,-87.5491
94855,43.98444,-88.55694
94860,42.8825,-85.52389
94870,40.03972,-88.27778
94871,42.1256,-86.4284
94889,42.22278,-83.74444
94892,41.91444,-88.24639
94893,45.81833,-88.11444
94895,40.23417,-85.39361
94897,44.13333,-87.66667
94898,44.02194,-82.79306
94899,47.46667,-87.88333
94908,42.39778,-90.70361
94910,42.5544,-92.4011
94929,46.54861,-90.91889
94931,47.38639,-92.83889
94938,46.40472,-94.13083
94940,43.96667,-90.73333
94943,43.76667,-99.31833
94946,41.43333,-99.63333
94949,40.6005,-98.4258
94950,43.7743,-98.0384
94957,40.08028,-95.59194
94958,41.62333,-98.94833
94960,45.06194,-93.35083
94961,48.71667,-94.6
94963,44.8321,-93.4705
94967,46.90056,-95.06778
94971,43.40111,-94.74722
94973,46.02611,-91.44417
94978,41.76361,-96.17778
94982,41.61389,-90.59139
94985,44.63806,-90.1875
94988,42.11056,-92.91611
94989,41.99056,-93.61889
94990,43.39056,-99.84222
94991,40.6306,-93.9008
94992,47.74722,-90.34444
94993,45.66889,-96.99139
94994,43.15611,-90.6775
94995,40.8484,-96.5651
94996,40.6954,-96.8541
96404,62.737,-141.2083
3094,36.4701,-103.1238
3841,36.0028,-84.2486
3896,33.96667,-86.08333
4967,44.58917,-92.48472
14954,44.21667,-93.91667
53146,31.60722,-110.4281
24237,47.2767,-121.3372
93743,34.68333,-77.03333
93807,36.13361,-80.22222
94197,48.46444,-119.5169
24166,43.6,-110.7333
133,35.6,-92.45
209,33.6,-97.783
225,30.533,-98.367
362,31.417,-97.8
369,33.286,-117.456
428,34.0998,-93.066
3932,35.3568,-99.2042
12838,28.1011,-80.6439
56401,63.0295,-145.5003
13750,36.93746,-76.28926
13773,38.50362,-77.30503
14966,43.0725,-92.61081
14992,44.5483,-95.0804
22519,21.45045,-157.7679
22521,21.324,-157.9294
25323,59.2433,-135.5094
25333,57.0481,-135.3647
25335,59.4556,-135.3239
40308,9.48333,138.0833
40309,7.33333,134.4833
40504,6.9667,158.2167
40505,7.45,151.8333
40604,8.73333,167.7333
40710,7.06497,171.272
53915,30.0375,-91.8839
93727,34.70842,-77.43966
93985,32.7816,-98.0602
94055,46.3583,-104.25
53145,37.61722,-116.2642
130,28.95,-98.517
166,30.5,-97.967
12985,29.21139,-99.74361
23098,29.94667,-100.1733
53983,30.78361,-98.66194
